ID,Comapny name,Position,URL
37,Twitter,Senior Site Reliability Engineer - Messaging/Coordination,https://careers.twitter.com/en/work-for-twitter/201808/senior-site-reliability-engineer-messaging-coordination.html
38,Twitter,Site Reliability Engineer - Data Infrastructure / Hadoop,https://careers.twitter.com/en/work-for-twitter/201802/site-reliability-engineer-data-infrastructure-hadoop.html
39,Twitter,Senior Software Engineer - Site Reliability Engineering (New York),https://careers.twitter.com/en/work-for-twitter/201808/senior-software-engineer-site-reliability-engineering-new-york-0.html
40,Twitter,"Site Reliability Engineer - Core Storage Infrastructure, Seattle",https://careers.twitter.com/en/work-for-twitter/201808/site-reliability-engineer-core-storage-infrastructure-seattle.html
41,Twitter,Senior Software Engineer - Infrastructure Management Services,https://careers.twitter.com/en/work-for-twitter/201808/senior-software-engineer-infrastructure-management-services0.html
42,Cisco,Software Engineer Embedded Wireless,https://jobs.cisco.com/jobs/ProjectDetail/Software-Engineer-Embedded-Wireless/1228219?
43,Cisco,"Software Engineer- BGP, OSPF, ISIS",https://jobs.cisco.com/jobs/ProjectDetail/Software-Engineer-BGP-OSPF-ISIS/1231912?
44,Cisco,Software Engineer- Stealthwatch Cloud,https://jobs.cisco.com/jobs/ProjectDetail/Software-Engineer-Stealthwatch-Cloud/1233061?
45,Cisco,Developer - iOS,https://jobs.cisco.com/jobs/ProjectDetail/Developer-iOS/1234205?
46,Cisco,Distributed Systems Software Engineer,https://jobs.cisco.com/jobs/ProjectDetail/Distributed-Systems-Software-Engineer/1234300?
47,Cisco,ENGINEER SOFTWARE ENGINEERING,https://jobs.cisco.com/jobs/ProjectDetail/ENGINEER-SOFTWARE-ENGINEERING/1234717?
48,Cisco,Software Engineer PhD (Full-Time) - United States,https://jobs.cisco.com/jobs/ProjectDetail/Software-Engineer-PhD-Full-Time-United-States/1235957?
49,Cisco,Lead Software Engineer - Polaris - Virtual Platforms,https://jobs.cisco.com/jobs/ProjectDetail/Lead-Software-Engineer-Polaris-Virtual-Platforms/1236958?
50,Cisco,UI Software Engineer,https://jobs.cisco.com/jobs/ProjectDetail/UI-Software-Engineer/1238088?
51,Walmart,"Principal Product Manager, Search",https://careers.walmart.com/us/jobs/1121953BR-principal-product-manager-search-sunnyvale-ca
52,Walmart,Principal Product Manager - Customer Experience,https://careers.walmart.com/us/jobs/1150146BR-principal-product-manager-customer-experience-san-bruno-ca
53,Walmart,Principal Data Scientist / COMPUTER VISION Engineer,https://careers.walmart.com/us/jobs/1178167BR-principal-data-scientist-computer-vision-engineer-plano-tx
54,Walmart,"Senior Manager, Front End Development & Custom Coding",https://careers.walmart.com/us/jobs/1118631BR-senior-manager-front-end-development-custom-coding-san-bruno-ca
1,facebook,"Data Center Engineer, Plan & Build",https://www.facebook.com/careers/jobs/a0I1H00000MAKp9UAH/
2,facebook,Chief Building Engineer,https://www.facebook.com/careers/jobs/a0I1H00000MAc4wUAD/
3,facebook,Data Center Logistics Analyst,https://www.facebook.com/careers/jobs/a0I1H00000MATU5UAP/
4,facebook,Facility Technical Manager,https://www.facebook.com/careers/jobs/a0I1H00000Mp41rUAB/
5,facebook,Construction QA/QC Program Engineer,https://www.facebook.com/careers/jobs/a0I1H00000MomvXUAR/
6,facebook,Data Center Automation Engineer,https://www.facebook.com/careers/jobs/a0I1H00000MokD5UAJ/
7,facebook,"Data Center Operations Engineer, University Grad",https://www.facebook.com/careers/jobs/a0I1H00000MAWjAUAX/
8,facebook,Construction Project Manager,https://www.facebook.com/careers/jobs/a0I1H00000LBncDUAT/
9,facebook,Data Center Engineering Specialist - Production Hardware Engineer,https://www.facebook.com/careers/jobs/a0I1H00000Mok3AUAR/
10,facebook,Solutions Engineer - Intern,https://www.facebook.com/careers/jobs/a0I1H00000MAWyoUAH/
11,facebook,"Data Analytics Manager, Community Operations",https://www.facebook.com/careers/jobs/a0I1H00000LCUP4UAP/
12,facebook,Legal Investigations Analyst,https://www.facebook.com/careers/jobs/a0I1H00000MonZEUAZ/
13,facebook,"HR Business Partner, Business Integrity",https://www.facebook.com/careers/jobs/a0I1H00000MARsGUAX/
14,facebook,Financial Operations Lead – Credit Analyst,https://www.facebook.com/careers/jobs/a0I1H00000MAIbcUAH/
15,facebook,"Technical Sourcer, Software Engineering - Central",https://www.facebook.com/careers/jobs/a0I1H00000Mp7VnUAJ/
16,facebook,"Director, Business Integrity Operations - Optimize & Scale",https://www.facebook.com/careers/jobs/a0I1H00000MoiqQUAR/
17,facebook,"Data Analytics Specialist, Risk and Response (Core Ops)",https://www.facebook.com/careers/jobs/a0I1H00000MoRgPUAV/
18,facebook,"
Data Lead, Solutions","
https://www.facebook.com/careers/jobs/a0I1H00000MpBAEUA3/"
19,pwc,,https://jobs.pwc.com/ShowJob/Id/892858/Tax-Reporting-Strategy-Data-Analytics-Senior-Associate/
20,pwc,Data Engineer - Senior Associate,https://jobs.pwc.com/ShowJob/Id/892801/Data-Engineer-Senior-Associate/
21,pwc,US IT Business Analyst,https://jobs.pwc.com/ShowJob/Id/892351/US-IT-Business-Analyst/
22,pwc,Data & Information Analytics - Manager,https://jobs.pwc.com/ShowJob/Id/891611/Data-Information-Analytics-Manager/
23,pwc,"HIA Data & Analytics - Data Engineer, Senior Associate","https://jobs.pwc.com/ShowJob/Id/891453/HIA-Data-Analytics-Data-Engineer,-Senior-Associate/"
24,pwc,"HIA Data & Analytics - Release Delivery Engineer, Senior Associate","https://jobs.pwc.com/ShowJob/Id/891460/HIA-Data-Analytics-Release-Delivery-Engineer,-Senior-Associate/"
25,pwc,Investigative Analytics Manager,https://jobs.pwc.com/ShowJob/Id/892757/Investigative-Analytics-Manager/
26,pwc,Investigative Analytics Associate,https://jobs.pwc.com/ShowJob/Id/892756/Investigative-Analytics-Associate/
27,pwc,Data Scientist - Senior Associate,https://jobs.pwc.com/ShowJob/Id/892663/Data-Scientist-Senior-Associate/
28,pwc,Data Analysis Consultant - Analyst,https://jobs.pwc.com/ShowJob/Id/892347/Data-Analysis-Consultant-Analyst/
29,pwc,Cybersecurity & Privacy - Data Classification - Manager,https://jobs.pwc.com/ShowJob/Id/892706/Cybersecurity-Privacy-Data-Classification-Manager/
30,pwc,Cybersecurity & Privacy - Data Classification - Senior Associate,https://jobs.pwc.com/ShowJob/Id/892705/Cybersecurity-Privacy-Data-Classification-Senior-Associate/
31,pwc,Senior Security Engineer,https://jobs.pwc.com/ShowJob/Id/891642/Senior-Security-Engineer/
32,pwc,Risk Modeling Analyst,https://jobs.pwc.com/ShowJob/Id/892670/Risk-Modeling-Analyst/
33,pwc,TRS - Data Analytics - Associate,https://jobs.pwc.com/ShowJob/Id/892583/TRS-Data-Analytics-Associate/
34,pwc,Data & Information Analytics - Experienced Associate,https://jobs.pwc.com/ShowJob/Id/892587/Data-Information-Analytics-Experienced-Associate/
35,intel,Software Engineer,https://jobs.intel.com/ShowJob/Id/1822259/Software-Engineer/
36,intel,Software Engineer,https://jobs.intel.com/ShowJob/Id/1822258/Software-Engineer/
37,intel,OS Software Engineer,https://jobs.intel.com/ShowJob/Id/1790256/OS-Software-Engineer/
38,intel,Software Integration and Embedded Platform Engineer,https://jobs.intel.com/ShowJob/Id/1819319/Software-Integration-and-Embedded-Platform-Engineer/
39,intel,WEB UI/UX DESIGNER/DEVELOPER,https://jobs.intel.com/ShowJob/Id/1818799/WEB-UI-UX-DESIGNER-DEVELOPER/
40,intel,Software Development Engineer,https://jobs.intel.com/ShowJob/Id/1650737/Software-Development-Engineer/
41,intel,Software Engineer,https://jobs.intel.com/ShowJob/Id/1813356/Software-Engineer/
42,intel,Software Validation Engineer,https://jobs.intel.com/ShowJob/Id/1810920/Software-Validation-Engineer/
43,intel,Senior Validation Engineer,https://jobs.intel.com/ShowJob/Id/1811521/Senior-Validation-Engineer/
44,intel,Software Innovation Engineer,https://jobs.intel.com/ShowJob/Id/1811589/Software-Innovation-Engineer/
45,intel,Senior Validation Engineer,https://jobs.intel.com/ShowJob/Id/1684996/Senior-Validation-Engineer/
46,intel,Core Linux Kernel Developer,https://jobs.intel.com/ShowJob/Id/1811267/Core-Linux-Kernel-Developer/
47,intel,System Validation Engineer,https://jobs.intel.com/ShowJob/Id/1808811/System-Validation-Engineer/
48,intel,Systems Engineer,https://jobs.intel.com/ShowJob/Id/1767725/Systems-Engineer/
49,intel,Technology Development Engineer,https://jobs.intel.com/ShowJob/Id/1798390/Technology-Development-Engineer/
50,intel,Cyber Threat Intelligence Analyst,https://jobs.intel.com/ShowJob/Id/1718813/Cyber-Threat-Intelligence-Analyst/
511,facebook,"Data Center Engineer, Plan & Build",https://www.facebook.com/careers/jobs/a0I1H00000MAKp9UAH/
2,facebook,Chief Building Engineer,https://www.facebook.com/careers/jobs/a0I1H00000MAc4wUAD/
3,facebook,Data Center Logistics Analyst,https://www.facebook.com/careers/jobs/a0I1H00000MATU5UAP/
4,facebook,Facility Technical Manager,https://www.facebook.com/careers/jobs/a0I1H00000Mp41rUAB/
5,facebook,Construction QA/QC Program Engineer,https://www.facebook.com/careers/jobs/a0I1H00000MomvXUAR/
6,facebook,Data Center Automation Engineer,https://www.facebook.com/careers/jobs/a0I1H00000MokD5UAJ/
7,facebook,"Data Center Operations Engineer, University Grad",https://www.facebook.com/careers/jobs/a0I1H00000MAWjAUAX/
8,facebook,Construction Project Manager,https://www.facebook.com/careers/jobs/a0I1H00000LBncDUAT/
9,facebook,Data Center Engineering Specialist - Production Hardware Engineer,https://www.facebook.com/careers/jobs/a0I1H00000Mok3AUAR/
10,facebook,Solutions Engineer - Intern,https://www.facebook.com/careers/jobs/a0I1H00000MAWyoUAH/
11,facebook,"Data Analytics Manager, Community Operations",https://www.facebook.com/careers/jobs/a0I1H00000LCUP4UAP/
12,facebook,Legal Investigations Analyst,https://www.facebook.com/careers/jobs/a0I1H00000MonZEUAZ/
13,facebook,"HR Business Partner, Business Integrity",https://www.facebook.com/careers/jobs/a0I1H00000MARsGUAX/
14,facebook,Financial Operations Lead – Credit Analyst,https://www.facebook.com/careers/jobs/a0I1H00000MAIbcUAH/
15,facebook,"Technical Sourcer, Software Engineering - Central",https://www.facebook.com/careers/jobs/a0I1H00000Mp7VnUAJ/
16,facebook,"Director, Business Integrity Operations - Optimize & Scale",https://www.facebook.com/careers/jobs/a0I1H00000MoiqQUAR/
17,facebook,"Data Analytics Specialist, Risk and Response (Core Ops)",https://www.facebook.com/careers/jobs/a0I1H00000MoRgPUAV/
18,facebook,"
Data Lead, Solutions","
https://www.facebook.com/careers/jobs/a0I1H00000MpBAEUA3/"
19,pwc,,https://jobs.pwc.com/ShowJob/Id/892858/Tax-Reporting-Strategy-Data-Analytics-Senior-Associate/
20,pwc,Data Engineer - Senior Associate,https://jobs.pwc.com/ShowJob/Id/892801/Data-Engineer-Senior-Associate/
21,pwc,US IT Business Analyst,https://jobs.pwc.com/ShowJob/Id/892351/US-IT-Business-Analyst/
22,pwc,Data & Information Analytics - Manager,https://jobs.pwc.com/ShowJob/Id/891611/Data-Information-Analytics-Manager/
23,pwc,"HIA Data & Analytics - Data Engineer, Senior Associate","https://jobs.pwc.com/ShowJob/Id/891453/HIA-Data-Analytics-Data-Engineer,-Senior-Associate/"
24,pwc,"HIA Data & Analytics - Release Delivery Engineer, Senior Associate","https://jobs.pwc.com/ShowJob/Id/891460/HIA-Data-Analytics-Release-Delivery-Engineer,-Senior-Associate/"
25,pwc,Investigative Analytics Manager,https://jobs.pwc.com/ShowJob/Id/892757/Investigative-Analytics-Manager/
26,pwc,Investigative Analytics Associate,https://jobs.pwc.com/ShowJob/Id/892756/Investigative-Analytics-Associate/
27,pwc,Data Scientist - Senior Associate,https://jobs.pwc.com/ShowJob/Id/892663/Data-Scientist-Senior-Associate/
28,pwc,Data Analysis Consultant - Analyst,https://jobs.pwc.com/ShowJob/Id/892347/Data-Analysis-Consultant-Analyst/
29,pwc,Cybersecurity & Privacy - Data Classification - Manager,https://jobs.pwc.com/ShowJob/Id/892706/Cybersecurity-Privacy-Data-Classification-Manager/
30,pwc,Cybersecurity & Privacy - Data Classification - Senior Associate,https://jobs.pwc.com/ShowJob/Id/892705/Cybersecurity-Privacy-Data-Classification-Senior-Associate/
31,pwc,Senior Security Engineer,https://jobs.pwc.com/ShowJob/Id/891642/Senior-Security-Engineer/
32,pwc,Risk Modeling Analyst,https://jobs.pwc.com/ShowJob/Id/892670/Risk-Modeling-Analyst/
33,pwc,TRS - Data Analytics - Associate,https://jobs.pwc.com/ShowJob/Id/892583/TRS-Data-Analytics-Associate/
34,pwc,Data & Information Analytics - Experienced Associate,https://jobs.pwc.com/ShowJob/Id/892587/Data-Information-Analytics-Experienced-Associate/
35,intel,Software Engineer,https://jobs.intel.com/ShowJob/Id/1822259/Software-Engineer/
36,intel,Software Engineer,https://jobs.intel.com/ShowJob/Id/1822258/Software-Engineer/
37,intel,OS Software Engineer,https://jobs.intel.com/ShowJob/Id/1790256/OS-Software-Engineer/
38,intel,Software Integration and Embedded Platform Engineer,https://jobs.intel.com/ShowJob/Id/1819319/Software-Integration-and-Embedded-Platform-Engineer/
39,intel,WEB UI/UX DESIGNER/DEVELOPER,https://jobs.intel.com/ShowJob/Id/1818799/WEB-UI-UX-DESIGNER-DEVELOPER/
40,intel,Software Development Engineer,https://jobs.intel.com/ShowJob/Id/1650737/Software-Development-Engineer/
41,intel,Software Engineer,https://jobs.intel.com/ShowJob/Id/1813356/Software-Engineer/
42,intel,Software Validation Engineer,https://jobs.intel.com/ShowJob/Id/1810920/Software-Validation-Engineer/
43,intel,Senior Validation Engineer,https://jobs.intel.com/ShowJob/Id/1811521/Senior-Validation-Engineer/
44,intel,Software Innovation Engineer,https://jobs.intel.com/ShowJob/Id/1811589/Software-Innovation-Engineer/
45,intel,Senior Validation Engineer,https://jobs.intel.com/ShowJob/Id/1684996/Senior-Validation-Engineer/
46,intel,Core Linux Kernel Developer,https://jobs.intel.com/ShowJob/Id/1811267/Core-Linux-Kernel-Developer/
47,intel,System Validation Engineer,https://jobs.intel.com/ShowJob/Id/1808811/System-Validation-Engineer/
48,intel,Systems Engineer,https://jobs.intel.com/ShowJob/Id/1767725/Systems-Engineer/
49,intel,Technology Development Engineer,https://jobs.intel.com/ShowJob/Id/1798390/Technology-Development-Engineer/
50,intel,Cyber Threat Intelligence Analyst,https://jobs.intel.com/ShowJob/Id/1718813/Cyber-Threat-Intelligence-Analyst/
1,walmart ,Principal Software Engineer,https://careers.walmart.com/us/jobs/1026838BR-principal-software-engineer-sunnyvale-ca
2,walmart,"Senior Manager II, Software Engineering",https://careers.walmart.com/us/jobs/1160670BR-senior-manager-ii-software-engineering-sunnyvale-ca
3,walmart,Software Engineer 3 - Tech CA (GEC5094),https://careers.walmart.com/us/jobs/1099440BR-software-engineer-3-tech-ca-gec5094-sunnyvale-ca
4,walmart,Staff Software Engineer,https://careers.walmart.com/us/jobs/1011843BR-staff-software-engineer-sunnyvale-ca
5,walmart,Staff Software Engineer,https://careers.walmart.com/us/jobs/1026836BR-staff-software-engineer-san-bruno-ca
6,walmart,Staff Software Engineer,https://careers.walmart.com/us/jobs/1079496BR-staff-software-engineer-sunnyvale-ca
7,walmart,Senior Director - Software Engineering - Merchant,https://careers.walmart.com/us/jobs/1138066BR-senior-director-software-engineering-merchant-technology-bentonville-ar
8,walmart,Senior Software Engineer,https://careers.walmart.com/us/jobs/1175883BR-senior-software-engineer-carlsbad-ca
9,walmart,Senior Data Scientist - Search / Relevance,https://careers.walmart.com/us/jobs/1202887BR-senior-data-scientist-search-relevance-san-bruno-ca
10,walmart,Staff Software Engineer-Technology,https://careers.walmart.com/us/jobs/1173563BR-staff-software-engineer-technology-reston-va
11,walmart,Staff Software Engineer-Technology,https://careers.walmart.com/us/jobs/1179705BR-staff-software-engineer-tech-bentonville-ar
12,walmart,Data Scientist (GEC11901),https://careers.walmart.com/us/jobs/1069342BR-data-scientist-gec11901-san-bruno-ca
13,walmart,Senior Software Engineer,https://careers.walmart.com/us/jobs/1196418BR-senior-software-engineer-sunnyvale-ca
14,walmart,Software Engineer 3,https://careers.walmart.com/us/jobs/1192629BR-software-engineer-3-sunnyvale-ca
15,walmart,Senior Software Engineer,https://careers.walmart.com/us/jobs/1018904BR-senior-software-engineer-reston-va
16,walmart,Staff Software Engineer,https://careers.walmart.com/us/jobs/1206859BR-staff-software-engineer-sunnyvale-ca
17,walmart,"Senior Manager, Software Engineering & Data Science",https://careers.walmart.com/us/jobs/1206121BR-senior-manager-software-engineering-data-science-sunnyvale-ca
18,walmart,Staff Data Scientist - NLP,https://careers.walmart.com/us/jobs/1206896BR-staff-data-scientist-nlp-sunnyvale-ca
19,walmart,Senior Software Engineer,https://careers.walmart.com/us/jobs/1206942BR-senior-software-engineer-sunnyvale-ca
20,walmart,Senior Software Engineer,https://careers.walmart.com/us/jobs/1019402BR-senior-software-engineer-sunnyvale-ca
21,walmart,Staff Software Engineer - Telemetry,https://careers.walmart.com/us/jobs/1070264BR-staff-software-engineer-telemetry-sunnyvale-ca
22,walmart,Staff Software Engineer,https://careers.walmart.com/us/jobs/1204636BR-staff-software-engineer-carlsbad-ca
23,walmart,SENIOR SOFTWARE ENGINEER,https://careers.walmart.com/us/jobs/1172649BR-senior-software-engineer-sunnyvale-ca
24,walmart,Principal Software Engineer - Telemetry,https://careers.walmart.com/us/jobs/1070243BR-principal-software-engineer-telemetry-carlsbad-ca
25,walmart,Staff Software Engineer,https://careers.walmart.com/us/jobs/1070252BR-staff-software-engineer-carlsbad-ca
26,walmart,Staff Software Engineer,https://careers.walmart.com/us/jobs/1070050BR-staff-software-engineer-san-bruno-ca
27,walmart,Principal Software Engineer - Telemetry,https://careers.walmart.com/us/jobs/1070227BR-principal-software-engineer-telemetry-sunnyvale-ca
28,walmart,Product Designer,https://careers.walmart.com/us/jobs/1093737BR-product-designer-bentonville-ar
29,walmart,Senior Product Designer,https://careers.walmart.com/us/jobs/1094027BR-senior-product-designer-bentonville-ar
30,walmart,Staff Software Engineer-Technology,https://careers.walmart.com/us/jobs/1179841BR-staff-software-engineer-tech-bentonville-ar
31,walmart,Sr Software Engineer-Tech,https://careers.walmart.com/us/jobs/1179879BR-sr-software-engineer-tech-bentonville-ar
32,walmart,Staff Software Engineer,https://careers.walmart.com/us/jobs/1121848BR-staff-software-engineer-carlsbad-ca
33,walmart,Senior Software Engineer,https://careers.walmart.com/us/jobs/1164356BR-senior-software-engineer-carlsbad-ca
34,walmart,Staff Software Engineer,https://careers.walmart.com/us/jobs/1190115BR-staff-software-engineer-carlsbad-ca
35,walmart,Staff Software Engineer,https://careers.walmart.com/us/jobs/1129743BR-staff-software-engineer-san-bruno-ca
36,walmart,Staff Software Engineer,https://careers.walmart.com/us/jobs/1142106BR-staff-software-engineer-sunnyvale-ca
37,walmart,Principal Software Engineer - Telemetry,https://careers.walmart.com/us/jobs/1143432BR-principal-software-engineer-sunnyvale-ca
38,walmart,Principal Software Engineer - Telemetry,https://careers.walmart.com/us/jobs/1204415BR-principal-software-engineer-carlsbad-ca
39,walmart,Senior Data Scientist - Search / NLP,https://careers.walmart.com/us/jobs/1202892BR-senior-data-scientist-search-nlp-san-bruno-ca
40,walmart,Senior Data Scientist - Search / Machine Learning,https://careers.walmart.com/us/jobs/1202901BR-senior-data-scientist-search-machine-learning-san-bruno-ca
41,walmart,SENIOR SOFTWARE ENGINEER,https://careers.walmart.com/us/jobs/1204296BR-senior-software-engineer-carlsbad-ca
42,walmart,Staff Software Engineer,https://careers.walmart.com/us/jobs/1179082BR-staff-software-engineer-sunnyvale-ca
43,walmart,Staff Software Engineer,https://careers.walmart.com/us/jobs/1206220BR-staff-software-engineer-carlsbad-ca
44,walmart,"Staff Software Engineer, Cloud Enablement",https://careers.walmart.com/us/jobs/833101BR-staff-software-engineer-cloud-enablement-sunnyvale-ca
45,walmart,Software Engineer III,https://careers.walmart.com/us/jobs/1038683BR-software-engineer-iii-sunnyvale-ca
46,walmart,Senior Software Engineer,https://careers.walmart.com/us/jobs/1093745BR-senior-software-engineer-bentonville-ar
47,walmart,Software Engineer 3,https://careers.walmart.com/us/jobs/1206125BR-software-engineer-3-sunnyvale-ca
48,walmart,Principal Data Scientist - Search / Relevance,https://careers.walmart.com/us/jobs/1202883BR-principal-data-scientist-search-relevance-sunnyvale-ca
49,walmart,Staff Data Scientist - Search / NLP,https://careers.walmart.com/us/jobs/1202898BR-staff-data-scientist-search-nlp-sunnyvale-ca
50,walmart,Staff Data Scientist - Search / Machine Learning,https://careers.walmart.com/us/jobs/1202899BR-staff-data-scientist-search-machine-learning-sunnyvale-ca
